Participant,ProlificID,PropertyNum,Property,Object,Stimulus,Type,RandomNum,List,Response
14,60a1e1f4a3707c983a98f185,11,crimson,outfit,Mark's outfit might be crimson,filler,8,1,37
14,60a1e1f4a3707c983a98f185,8,fuzzy,scarf,Gail's scarf is fuzzy,bare,9,1,92
14,60a1e1f4a3707c983a98f185,9,clean,shoes,Michael's shoes look clean,looks,10,1,78
14,60a1e1f4a3707c983a98f185,1,beige,suit,Elliot's suit is beige,bare,11,1,92
14,60a1e1f4a3707c983a98f185,6,loose,pants,Steve's pants look loose,looks,12,1,65
14,60a1e1f4a3707c983a98f185,5,short,skirt,Zoe's skirt is short,bare,13,1,91
14,60a1e1f4a3707c983a98f185,17,transparent,blouse,I think Sarah's blouse is transparent,filler,14,1,61
14,60a1e1f4a3707c983a98f185,3,striped,shirt,Ashley's shirt looks striped,looks,15,1,76
14,60a1e1f4a3707c983a98f185,4,shiny,dress,Kate's dress is shiny,bare,16,1,91
14,60a1e1f4a3707c983a98f185,19,dirty,socks,I think Peter's socks are dirty,filler,17,1,41
14,60a1e1f4a3707c983a98f185,18,silky,tie,David's tie might be silky,filler,18,1,40
14,60a1e1f4a3707c983a98f185,12,green,vest,I think Tom's vest is green,filler,19,1,54
14,60a1e1f4a3707c983a98f185,2,purple,coat,Holly's coat looks purple,looks,20,1,70
15,611891ebef307851334d9dc7,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,1,1,64
15,611891ebef307851334d9dc7,15,long,gown,I think Jenny's gown is long,filler,2,1,95
15,611891ebef307851334d9dc7,20,damp,top,Samantha's top might be damp,filler,3,1,62
15,611891ebef307851334d9dc7,10,oily,purse,Natalie's purse is oily,bare,4,1,97
15,611891ebef307851334d9dc7,7,bulky,jacket,Dylan's jacket looks bulky,looks,5,1,100
15,611891ebef307851334d9dc7,16,tight,belt,Raplh's belt might be tight,filler,6,1,42
15,611891ebef307851334d9dc7,14,faded,jeans,I think Frank's jeans are faded,filler,7,1,64
15,611891ebef307851334d9dc7,11,crimson,outfit,Mark's outfit might be crimson,filler,8,1,69
15,611891ebef307851334d9dc7,8,fuzzy,scarf,Gail's scarf is fuzzy,bare,9,1,100
15,611891ebef307851334d9dc7,9,clean,shoes,Michael's shoes look clean,looks,10,1,100
15,611891ebef307851334d9dc7,1,beige,suit,Elliot's suit is beige,bare,11,1,100
15,611891ebef307851334d9dc7,6,loose,pants,Steve's pants look loose,looks,12,1,78
15,611891ebef307851334d9dc7,5,short,skirt,Zoe's skirt is short,bare,13,1,100
15,611891ebef307851334d9dc7,17,transparent,blouse,I think Sarah's blouse is transparent,filler,14,1,66
15,611891ebef307851334d9dc7,3,striped,shirt,Ashley's shirt looks striped,looks,15,1,63
15,611891ebef307851334d9dc7,4,shiny,dress,Kate's dress is shiny,bare,16,1,100
15,611891ebef307851334d9dc7,19,dirty,socks,I think Peter's socks are dirty,filler,17,1,66
15,611891ebef307851334d9dc7,18,silky,tie,David's tie might be silky,filler,18,1,43
15,611891ebef307851334d9dc7,12,green,vest,I think Tom's vest is green,filler,19,1,64
15,611891ebef307851334d9dc7,2,purple,coat,Holly's coat looks purple,looks,20,1,60
16,5f58fbdfd613220ce947d61a,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,1,1,51
16,5f58fbdfd613220ce947d61a,15,long,gown,I think Jenny's gown is long,filler,2,1,61
16,5f58fbdfd613220ce947d61a,20,damp,top,Samantha's top might be damp,filler,3,1,71
16,5f58fbdfd613220ce947d61a,10,oily,purse,Natalie's purse is oily,bare,4,1,60
16,5f58fbdfd613220ce947d61a,7,bulky,jacket,Dylan's jacket looks bulky,looks,5,1,51
16,5f58fbdfd613220ce947d61a,16,tight,belt,Raplh's belt might be tight,filler,6,1,56
16,5f58fbdfd613220ce947d61a,14,faded,jeans,I think Frank's jeans are faded,filler,7,1,70
16,5f58fbdfd613220ce947d61a,11,crimson,outfit,Mark's outfit might be crimson,filler,8,1,86
16,5f58fbdfd613220ce947d61a,8,fuzzy,scarf,Gail's scarf is fuzzy,bare,9,1,71
16,5f58fbdfd613220ce947d61a,9,clean,shoes,Michael's shoes look clean,looks,10,1,86
16,5f58fbdfd613220ce947d61a,1,beige,suit,Elliot's suit is beige,bare,11,1,91
16,5f58fbdfd613220ce947d61a,6,loose,pants,Steve's pants look loose,looks,12,1,74
16,5f58fbdfd613220ce947d61a,5,short,skirt,Zoe's skirt is short,bare,13,1,90
16,5f58fbdfd613220ce947d61a,17,transparent,blouse,I think Sarah's blouse is transparent,filler,14,1,73
16,5f58fbdfd613220ce947d61a,3,striped,shirt,Ashley's shirt looks striped,looks,15,1,91
16,5f58fbdfd613220ce947d61a,4,shiny,dress,Kate's dress is shiny,bare,16,1,91
16,5f58fbdfd613220ce947d61a,19,dirty,socks,I think Peter's socks are dirty,filler,17,1,51
16,5f58fbdfd613220ce947d61a,18,silky,tie,David's tie might be silky,filler,18,1,86
16,5f58fbdfd613220ce947d61a,12,green,vest,I think Tom's vest is green,filler,19,1,95
16,5f58fbdfd613220ce947d61a,2,purple,coat,Holly's coat looks purple,looks,20,1,90
17,6105a358dfef036828f7d2fa,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,1,1,30
17,6105a358dfef036828f7d2fa,15,long,gown,I think Jenny's gown is long,filler,2,1,87
17,6105a358dfef036828f7d2fa,20,damp,top,Samantha's top might be damp,filler,3,1,34
17,6105a358dfef036828f7d2fa,10,oily,purse,Natalie's purse is oily,bare,4,1,100
17,6105a358dfef036828f7d2fa,7,bulky,jacket,Dylan's jacket looks bulky,looks,5,1,98
17,6105a358dfef036828f7d2fa,16,tight,belt,Raplh's belt might be tight,filler,6,1,31
17,6105a358dfef036828f7d2fa,14,faded,jeans,I think Frank's jeans are faded,filler,7,1,91
17,6105a358dfef036828f7d2fa,11,crimson,outfit,Mark's outfit might be crimson,filler,8,1,82
17,6105a358dfef036828f7d2fa,8,fuzzy,scarf,Gail's scarf is fuzzy,bare,9,1,100
17,6105a358dfef036828f7d2fa,9,clean,shoes,Michael's shoes look clean,looks,10,1,98
17,6105a358dfef036828f7d2fa,1,beige,suit,Elliot's suit is beige,bare,11,1,100
17,6105a358dfef036828f7d2fa,6,loose,pants,Steve's pants look loose,looks,12,1,84
17,6105a358dfef036828f7d2fa,5,short,skirt,Zoe's skirt is short,bare,13,1,100
17,6105a358dfef036828f7d2fa,17,transparent,blouse,I think Sarah's blouse is transparent,filler,14,1,87
17,6105a358dfef036828f7d2fa,3,striped,shirt,Ashley's shirt looks striped,looks,15,1,86
17,6105a358dfef036828f7d2fa,4,shiny,dress,Kate's dress is shiny,bare,16,1,100
17,6105a358dfef036828f7d2fa,19,dirty,socks,I think Peter's socks are dirty,filler,17,1,87
17,6105a358dfef036828f7d2fa,18,silky,tie,David's tie might be silky,filler,18,1,84
17,6105a358dfef036828f7d2fa,12,green,vest,I think Tom's vest is green,filler,19,1,90
17,6105a358dfef036828f7d2fa,2,purple,coat,Holly's coat looks purple,looks,20,1,80
18,5719de0ac97ad400083a20e6,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,1,1,20
18,5719de0ac97ad400083a20e6,15,long,gown,I think Jenny's gown is long,filler,2,1,60
18,5719de0ac97ad400083a20e6,20,damp,top,Samantha's top might be damp,filler,3,1,70
18,5719de0ac97ad400083a20e6,10,oily,purse,Natalie's purse is oily,bare,4,1,100
18,5719de0ac97ad400083a20e6,7,bulky,jacket,Dylan's jacket looks bulky,looks,5,1,100
18,5719de0ac97ad400083a20e6,16,tight,belt,Raplh's belt might be tight,filler,6,1,39
18,5719de0ac97ad400083a20e6,14,faded,jeans,I think Frank's jeans are faded,filler,7,1,81
18,5719de0ac97ad400083a20e6,11,crimson,outfit,Mark's outfit might be crimson,filler,8,1,19
18,5719de0ac97ad400083a20e6,8,fuzzy,scarf,Gail's scarf is fuzzy,bare,9,1,100
18,5719de0ac97ad400083a20e6,9,clean,shoes,Michael's shoes look clean,looks,10,1,100
18,5719de0ac97ad400083a20e6,1,beige,suit,Elliot's suit is beige,bare,11,1,100
18,5719de0ac97ad400083a20e6,6,loose,pants,Steve's pants look loose,looks,12,1,91
18,5719de0ac97ad400083a20e6,5,short,skirt,Zoe's skirt is short,bare,13,1,100
18,5719de0ac97ad400083a20e6,17,transparent,blouse,I think Sarah's blouse is transparent,filler,14,1,30
18,5719de0ac97ad400083a20e6,3,striped,shirt,Ashley's shirt looks striped,looks,15,1,91
18,5719de0ac97ad400083a20e6,4,shiny,dress,Kate's dress is shiny,bare,16,1,100
18,5719de0ac97ad400083a20e6,19,dirty,socks,I think Peter's socks are dirty,filler,17,1,8
18,5719de0ac97ad400083a20e6,18,silky,tie,David's tie might be silky,filler,18,1,19
18,5719de0ac97ad400083a20e6,12,green,vest,I think Tom's vest is green,filler,19,1,18
18,5719de0ac97ad400083a20e6,2,purple,coat,Holly's coat looks purple,looks,20,1,7
19,5d31d940814d1c0001c69c5a,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,1,1,20
19,5d31d940814d1c0001c69c5a,15,long,gown,I think Jenny's gown is long,filler,2,1,21
19,5d31d940814d1c0001c69c5a,20,damp,top,Samantha's top might be damp,filler,3,1,21
19,5d31d940814d1c0001c69c5a,10,oily,purse,Natalie's purse is oily,bare,4,1,100
19,5d31d940814d1c0001c69c5a,7,bulky,jacket,Dylan's jacket looks bulky,looks,5,1,39
19,5d31d940814d1c0001c69c5a,16,tight,belt,Raplh's belt might be tight,filler,6,1,26
19,5d31d940814d1c0001c69c5a,14,faded,jeans,I think Frank's jeans are faded,filler,7,1,71
19,5d31d940814d1c0001c69c5a,11,crimson,outfit,Mark's outfit might be crimson,filler,8,1,54
19,5d31d940814d1c0001c69c5a,8,fuzzy,scarf,Gail's scarf is fuzzy,bare,9,1,100
19,5d31d940814d1c0001c69c5a,9,clean,shoes,Michael's shoes look clean,looks,10,1,94
19,5d31d940814d1c0001c69c5a,1,beige,suit,Elliot's suit is beige,bare,11,1,100
19,5d31d940814d1c0001c69c5a,6,loose,pants,Steve's pants look loose,looks,12,1,41
19,5d31d940814d1c0001c69c5a,5,short,skirt,Zoe's skirt is short,bare,13,1,99
19,5d31d940814d1c0001c69c5a,17,transparent,blouse,I think Sarah's blouse is transparent,filler,14,1,66
19,5d31d940814d1c0001c69c5a,3,striped,shirt,Ashley's shirt looks striped,looks,15,1,78
19,5d31d940814d1c0001c69c5a,4,shiny,dress,Kate's dress is shiny,bare,16,1,100
19,5d31d940814d1c0001c69c5a,19,dirty,socks,I think Peter's socks are dirty,filler,17,1,30
19,5d31d940814d1c0001c69c5a,18,silky,tie,David's tie might be silky,filler,18,1,42
19,5d31d940814d1c0001c69c5a,12,green,vest,I think Tom's vest is green,filler,19,1,41
19,5d31d940814d1c0001c69c5a,2,purple,coat,Holly's coat looks purple,looks,20,1,44
20,603c69904835ea83ab3a7eb9,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,1,1,19
20,603c69904835ea83ab3a7eb9,15,long,gown,I think Jenny's gown is long,filler,2,1,25
20,603c69904835ea83ab3a7eb9,20,damp,top,Samantha's top might be damp,filler,3,1,19
20,603c69904835ea83ab3a7eb9,10,oily,purse,Natalie's purse is oily,bare,4,1,95
20,603c69904835ea83ab3a7eb9,7,bulky,jacket,Dylan's jacket looks bulky,looks,5,1,81
20,603c69904835ea83ab3a7eb9,16,tight,belt,Raplh's belt might be tight,filler,6,1,23
20,603c69904835ea83ab3a7eb9,14,faded,jeans,I think Frank's jeans are faded,filler,7,1,61
20,603c69904835ea83ab3a7eb9,11,crimson,outfit,Mark's outfit might be crimson,filler,8,1,23
20,603c69904835ea83ab3a7eb9,8,fuzzy,scarf,Gail's scarf is fuzzy,bare,9,1,100
20,603c69904835ea83ab3a7eb9,9,clean,shoes,Michael's shoes look clean,looks,10,1,60
20,603c69904835ea83ab3a7eb9,1,beige,suit,Elliot's suit is beige,bare,11,1,100
20,603c69904835ea83ab3a7eb9,6,loose,pants,Steve's pants look loose,looks,12,1,38
20,603c69904835ea83ab3a7eb9,5,short,skirt,Zoe's skirt is short,bare,13,1,100
20,603c69904835ea83ab3a7eb9,17,transparent,blouse,I think Sarah's blouse is transparent,filler,14,1,55
20,603c69904835ea83ab3a7eb9,3,striped,shirt,Ashley's shirt looks striped,looks,15,1,93
20,603c69904835ea83ab3a7eb9,4,shiny,dress,Kate's dress is shiny,bare,16,1,100
20,603c69904835ea83ab3a7eb9,19,dirty,socks,I think Peter's socks are dirty,filler,17,1,32
20,603c69904835ea83ab3a7eb9,18,silky,tie,David's tie might be silky,filler,18,1,39
20,603c69904835ea83ab3a7eb9,12,green,vest,I think Tom's vest is green,filler,19,1,40
20,603c69904835ea83ab3a7eb9,2,purple,coat,Holly's coat looks purple,looks,20,1,40
21,6104982215aba9995ba83f18,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,9
21,6104982215aba9995ba83f18,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,29
21,6104982215aba9995ba83f18,6,loose,pants,Steve's pants are loose,bare,3,2,81
21,6104982215aba9995ba83f18,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,49
21,6104982215aba9995ba83f18,16,tight,belt,Raplh's belt might be tight,filler,5,2,19
21,6104982215aba9995ba83f18,15,long,gown,I think Jenny's gown is long,filler,6,2,90
21,6104982215aba9995ba83f18,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,77
21,6104982215aba9995ba83f18,9,clean,shoes,Michael's shoes are clean,bare,8,2,93
21,6104982215aba9995ba83f18,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,36
21,6104982215aba9995ba83f18,3,striped,shirt,Ashley's shirt is striped,bare,10,2,68
21,6104982215aba9995ba83f18,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,39
21,6104982215aba9995ba83f18,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,95
21,6104982215aba9995ba83f18,5,short,skirt,Zoe's skirt looks short,looks,13,2,100
21,6104982215aba9995ba83f18,20,damp,top,Samantha's top might be damp,filler,14,2,32
21,6104982215aba9995ba83f18,1,beige,suit,Elliot's suit looks beige,looks,15,2,76
21,6104982215aba9995ba83f18,12,green,vest,I think Tom's vest is green,filler,16,2,42
21,6104982215aba9995ba83f18,4,shiny,dress,Kate's dress looks shiny,looks,17,2,86
21,6104982215aba9995ba83f18,2,purple,coat,Holly's coat is purple,bare,18,2,91
21,6104982215aba9995ba83f18,18,silky,tie,David's tie might be silky,filler,19,2,61
21,6104982215aba9995ba83f18,10,oily,purse,Natalie's purse looks oily,looks,20,2,100
22,57f3b6bfa1100100016d1454,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,71
22,57f3b6bfa1100100016d1454,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,60
22,57f3b6bfa1100100016d1454,6,loose,pants,Steve's pants are loose,bare,3,2,100
22,57f3b6bfa1100100016d1454,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,71
22,57f3b6bfa1100100016d1454,16,tight,belt,Raplh's belt might be tight,filler,5,2,51
22,57f3b6bfa1100100016d1454,15,long,gown,I think Jenny's gown is long,filler,6,2,81
22,57f3b6bfa1100100016d1454,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,100
22,57f3b6bfa1100100016d1454,9,clean,shoes,Michael's shoes are clean,bare,8,2,100
22,57f3b6bfa1100100016d1454,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,74
22,57f3b6bfa1100100016d1454,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
22,57f3b6bfa1100100016d1454,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,78
22,57f3b6bfa1100100016d1454,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,100
22,57f3b6bfa1100100016d1454,5,short,skirt,Zoe's skirt looks short,looks,13,2,100
22,57f3b6bfa1100100016d1454,20,damp,top,Samantha's top might be damp,filler,14,2,58
22,57f3b6bfa1100100016d1454,1,beige,suit,Elliot's suit looks beige,looks,15,2,88
22,57f3b6bfa1100100016d1454,12,green,vest,I think Tom's vest is green,filler,16,2,92
22,57f3b6bfa1100100016d1454,4,shiny,dress,Kate's dress looks shiny,looks,17,2,100
22,57f3b6bfa1100100016d1454,2,purple,coat,Holly's coat is purple,bare,18,2,100
22,57f3b6bfa1100100016d1454,18,silky,tie,David's tie might be silky,filler,19,2,84
22,57f3b6bfa1100100016d1454,10,oily,purse,Natalie's purse looks oily,looks,20,2,66
23,62869a1b7fff9c9a48fe6087,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,30
23,62869a1b7fff9c9a48fe6087,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,62
23,62869a1b7fff9c9a48fe6087,6,loose,pants,Steve's pants are loose,bare,3,2,60
23,62869a1b7fff9c9a48fe6087,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,51
23,62869a1b7fff9c9a48fe6087,16,tight,belt,Raplh's belt might be tight,filler,5,2,37
23,62869a1b7fff9c9a48fe6087,15,long,gown,I think Jenny's gown is long,filler,6,2,87
23,62869a1b7fff9c9a48fe6087,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,94
23,62869a1b7fff9c9a48fe6087,9,clean,shoes,Michael's shoes are clean,bare,8,2,66
23,62869a1b7fff9c9a48fe6087,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,23
23,62869a1b7fff9c9a48fe6087,3,striped,shirt,Ashley's shirt is striped,bare,10,2,97
23,62869a1b7fff9c9a48fe6087,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,35
23,62869a1b7fff9c9a48fe6087,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,89
23,62869a1b7fff9c9a48fe6087,5,short,skirt,Zoe's skirt looks short,looks,13,2,69
23,62869a1b7fff9c9a48fe6087,20,damp,top,Samantha's top might be damp,filler,14,2,22
23,62869a1b7fff9c9a48fe6087,1,beige,suit,Elliot's suit looks beige,looks,15,2,88
23,62869a1b7fff9c9a48fe6087,12,green,vest,I think Tom's vest is green,filler,16,2,32
23,62869a1b7fff9c9a48fe6087,4,shiny,dress,Kate's dress looks shiny,looks,17,2,90
23,62869a1b7fff9c9a48fe6087,2,purple,coat,Holly's coat is purple,bare,18,2,94
23,62869a1b7fff9c9a48fe6087,18,silky,tie,David's tie might be silky,filler,19,2,22
23,62869a1b7fff9c9a48fe6087,10,oily,purse,Natalie's purse looks oily,looks,20,2,93
24,605ab4ac7ee22780d068b662,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,51
24,605ab4ac7ee22780d068b662,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,71
24,605ab4ac7ee22780d068b662,6,loose,pants,Steve's pants are loose,bare,3,2,91
24,605ab4ac7ee22780d068b662,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,92
24,605ab4ac7ee22780d068b662,16,tight,belt,Raplh's belt might be tight,filler,5,2,85
24,605ab4ac7ee22780d068b662,15,long,gown,I think Jenny's gown is long,filler,6,2,72
24,605ab4ac7ee22780d068b662,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,91
24,605ab4ac7ee22780d068b662,9,clean,shoes,Michael's shoes are clean,bare,8,2,100
24,605ab4ac7ee22780d068b662,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,90
24,605ab4ac7ee22780d068b662,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
24,605ab4ac7ee22780d068b662,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,90
24,605ab4ac7ee22780d068b662,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,95
24,605ab4ac7ee22780d068b662,5,short,skirt,Zoe's skirt looks short,looks,13,2,75
24,605ab4ac7ee22780d068b662,20,damp,top,Samantha's top might be damp,filler,14,2,70
24,605ab4ac7ee22780d068b662,1,beige,suit,Elliot's suit looks beige,looks,15,2,95
24,605ab4ac7ee22780d068b662,12,green,vest,I think Tom's vest is green,filler,16,2,83
24,605ab4ac7ee22780d068b662,4,shiny,dress,Kate's dress looks shiny,looks,17,2,97
24,605ab4ac7ee22780d068b662,2,purple,coat,Holly's coat is purple,bare,18,2,96
24,605ab4ac7ee22780d068b662,18,silky,tie,David's tie might be silky,filler,19,2,61
24,605ab4ac7ee22780d068b662,10,oily,purse,Natalie's purse looks oily,looks,20,2,20
25,610851ae0b6b2e2414c9494f,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,70
25,610851ae0b6b2e2414c9494f,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,19
25,610851ae0b6b2e2414c9494f,6,loose,pants,Steve's pants are loose,bare,3,2,91
25,610851ae0b6b2e2414c9494f,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,71
25,610851ae0b6b2e2414c9494f,16,tight,belt,Raplh's belt might be tight,filler,5,2,29
25,610851ae0b6b2e2414c9494f,15,long,gown,I think Jenny's gown is long,filler,6,2,60
25,610851ae0b6b2e2414c9494f,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,75
25,610851ae0b6b2e2414c9494f,9,clean,shoes,Michael's shoes are clean,bare,8,2,91
25,610851ae0b6b2e2414c9494f,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,61
25,610851ae0b6b2e2414c9494f,3,striped,shirt,Ashley's shirt is striped,bare,10,2,93
25,610851ae0b6b2e2414c9494f,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,51
25,610851ae0b6b2e2414c9494f,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,91
25,610851ae0b6b2e2414c9494f,5,short,skirt,Zoe's skirt looks short,looks,13,2,92
25,610851ae0b6b2e2414c9494f,20,damp,top,Samantha's top might be damp,filler,14,2,19
25,610851ae0b6b2e2414c9494f,1,beige,suit,Elliot's suit looks beige,looks,15,2,70
25,610851ae0b6b2e2414c9494f,12,green,vest,I think Tom's vest is green,filler,16,2,60
25,610851ae0b6b2e2414c9494f,4,shiny,dress,Kate's dress looks shiny,looks,17,2,81
25,610851ae0b6b2e2414c9494f,2,purple,coat,Holly's coat is purple,bare,18,2,91
25,610851ae0b6b2e2414c9494f,18,silky,tie,David's tie might be silky,filler,19,2,66
25,610851ae0b6b2e2414c9494f,10,oily,purse,Natalie's purse looks oily,looks,20,2,82
26,5c6f2e7632cb70000169b490,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,0
26,5c6f2e7632cb70000169b490,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,0
26,5c6f2e7632cb70000169b490,6,loose,pants,Steve's pants are loose,bare,3,2,93
26,5c6f2e7632cb70000169b490,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,8
26,5c6f2e7632cb70000169b490,16,tight,belt,Raplh's belt might be tight,filler,5,2,51
26,5c6f2e7632cb70000169b490,15,long,gown,I think Jenny's gown is long,filler,6,2,88
26,5c6f2e7632cb70000169b490,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,91
26,5c6f2e7632cb70000169b490,9,clean,shoes,Michael's shoes are clean,bare,8,2,100
26,5c6f2e7632cb70000169b490,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,86
26,5c6f2e7632cb70000169b490,3,striped,shirt,Ashley's shirt is striped,bare,10,2,100
26,5c6f2e7632cb70000169b490,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,87
26,5c6f2e7632cb70000169b490,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,100
26,5c6f2e7632cb70000169b490,5,short,skirt,Zoe's skirt looks short,looks,13,2,100
26,5c6f2e7632cb70000169b490,20,damp,top,Samantha's top might be damp,filler,14,2,51
26,5c6f2e7632cb70000169b490,1,beige,suit,Elliot's suit looks beige,looks,15,2,86
26,5c6f2e7632cb70000169b490,12,green,vest,I think Tom's vest is green,filler,16,2,92
26,5c6f2e7632cb70000169b490,4,shiny,dress,Kate's dress looks shiny,looks,17,2,88
26,5c6f2e7632cb70000169b490,2,purple,coat,Holly's coat is purple,bare,18,2,100
26,5c6f2e7632cb70000169b490,18,silky,tie,David's tie might be silky,filler,19,2,68
26,5c6f2e7632cb70000169b490,10,oily,purse,Natalie's purse looks oily,looks,20,2,78
27,5db7e95a0b850e000f5e0b6f,19,dirty,socks,I think Peter's socks are dirty,filler,1,2,44
27,5db7e95a0b850e000f5e0b6f,11,crimson,outfit,Mark's outfit might be crimson,filler,2,2,33
27,5db7e95a0b850e000f5e0b6f,6,loose,pants,Steve's pants are loose,bare,3,2,60
27,5db7e95a0b850e000f5e0b6f,14,faded,jeans,I think Frank's jeans are faded,filler,4,2,47
27,5db7e95a0b850e000f5e0b6f,16,tight,belt,Raplh's belt might be tight,filler,5,2,37
27,5db7e95a0b850e000f5e0b6f,15,long,gown,I think Jenny's gown is long,filler,6,2,59
27,5db7e95a0b850e000f5e0b6f,8,fuzzy,scarf,Gail's scarf looks fuzzy,looks,7,2,60
27,5db7e95a0b850e000f5e0b6f,9,clean,shoes,Michael's shoes are clean,bare,8,2,68
27,5db7e95a0b850e000f5e0b6f,13,checkered,cardigan,Lucy's cardigan might be checkered,filler,9,2,30
27,5db7e95a0b850e000f5e0b6f,3,striped,shirt,Ashley's shirt is striped,bare,10,2,72
27,5db7e95a0b850e000f5e0b6f,17,transparent,blouse,I think Sarah's blouse is transparent,filler,11,2,52
27,5db7e95a0b850e000f5e0b6f,7,bulky,jacket,Dylan's jacket is bulky,bare,12,2,59
27,5db7e95a0b850e000f5e0b6f,5,short,skirt,Zoe's skirt looks short,looks,13,2,50
